Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
04/27/2021,17,PR,"43,653","2,677,132","32,734","21,022","1,657,870","18,295",Admin,"43,653","32,734","22,954","1,101,773","14,453"
04/27/2021,17,WY,16,"348,695","2,276",15,"200,039",678,Report,16,"2,276",34,"155,503","1,529"
04/27/2021,17,OR,"27,807","2,936,291","40,358","14,107","1,797,842","19,984",Report,"27,807","40,358","14,000","1,228,652","21,197"
04/27/2021,17,DC,"4,506","581,013","7,978","2,488","365,528","4,403",Report,"4,506","7,978","2,689","199,548","4,144"
04/27/2021,17,WV,"6,414","1,205,766","8,195","2,548","679,013","2,271",Admin,"6,414","8,196","3,918","547,366","5,918"
04/27/2021,17,WI,"47,691","4,735,143","45,792","13,892","2,703,545","15,121",Admin,"47,691","45,792","34,170","2,102,687","30,571"
04/27/2021,17,IL,"127,057","10,015,661","111,351","49,152","6,030,662","49,344",Admin,"127,057","111,351","75,263","3,999,792","58,027"
04/27/2021,17,FL,"177,188","15,780,567","165,663","66,990","9,358,933","65,894",Admin,"177,188","165,663","112,998","6,559,079","98,833"
04/27/2021,17,GA,"80,942","6,542,845","73,261","24,720","3,818,733","22,326",Admin,"80,942","73,261","55,991","2,712,851","50,071"
04/27/2021,17,ND,"3,749","560,117","3,266","1,203","313,629",951,Admin,"3,749","3,267","2,574","260,947","2,283"
04/27/2021,17,SC,"32,084","3,343,920","28,439","10,433","1,934,554","9,038",Admin,"32,084","28,439","22,268","1,468,327","19,479"
04/27/2021,17,NE,"17,263","1,496,481","12,869","3,809","863,752","3,690",Admin,"17,263","12,869","13,318","665,526","9,032"
04/27/2021,17,CT,"39,495","3,264,577","39,352","14,787","1,975,786","17,363",Admin,"39,495","39,352","25,180","1,389,557","21,967"
04/27/2021,17,MS,"13,134","1,694,161","11,185","3,315","955,328","3,049",Admin,"13,134","11,185","9,848","780,385","8,103"
04/27/2021,17,AK,"3,390","581,498","2,387",959,"317,479",824,Admin,"3,390","2,387","2,452","273,046","1,509"
04/27/2021,17,MH,75,"28,821",104,21,"15,722",24,Admin,75,105,54,"13,075",80
04/27/2021,17,MN,"50,133","4,446,083","52,152","22,984","2,674,108","24,146",Admin,"50,133","52,152","27,879","1,952,800","27,886"
04/27/2021,17,MP,379,"39,338",347,93,"21,797",137,Admin,379,348,286,"17,560",210
04/27/2021,17,PA,"83,212","9,696,649","143,686","48,676","6,121,066","76,665",Report,"83,212","143,686","35,231","3,903,690","68,040"
04/27/2021,17,OK,"5,566","2,632,963","18,077","1,812","1,533,325","5,367",Report,"5,566","18,077","3,625","1,138,340","12,324"
04/27/2021,17,LA,"20,165","2,842,685","18,199","5,442","1,591,410","5,332",Admin,"20,165","18,200","14,845","1,334,864","12,832"
04/27/2021,17,KS,"20,258","2,128,087","17,176","5,368","1,238,989","4,751",Admin,"20,258","17,176","15,285","930,387","12,397"
04/27/2021,17,NJ,"78,005","7,052,362","90,993","37,104","4,335,883","43,818",Report,"78,005","90,993","42,236","3,050,496","48,489"
04/27/2021,17,MT,"1,270","735,987","6,164",447,"427,307","2,305",Report,"1,270","6,164",820,"327,287","3,849"
04/27/2021,17,TX,"124,824","18,218,563","192,552","52,955","11,167,361","79,971",Report,"124,824","192,552","72,239","7,404,324","110,447"
04/27/2021,17,CT,"17,940","3,112,117","39,645","10,509","1,908,985","18,979",Report,"17,940","39,645","7,631","1,306,500","20,985"
04/27/2021,17,AL,"30,647","2,686,662","25,680","10,646","1,601,675","9,738",Admin,"30,647","25,680","20,285","1,148,973","15,842"
04/27/2021,17,NC,"66,132","7,407,463","60,815","21,892","4,369,487","22,502",Admin,"66,132","60,815","45,143","3,278,971","38,374"
04/27/2021,17,NJ,"92,929","7,146,671","88,310","40,682","4,329,437","40,600",Admin,"92,929","88,311","53,847","3,053,321","47,772"
04/27/2021,17,ID,"10,641","1,106,420","8,910","2,943","617,153","2,655",Admin,"10,641","8,910","7,767","492,539","6,094"
04/27/2021,17,MA,"57,159","5,912,678","88,471","28,902","3,725,282","46,652",Report,"57,159","88,471","28,496","2,374,818","42,120"
04/27/2021,17,IL,"50,937","9,143,971","110,285","30,920","5,684,207","51,846",Report,"50,937","110,285","20,402","3,685,636","58,594"
04/27/2021,17,FM,"1,024","33,156",415,248,"19,805",174,Report,"1,024",415,774,"13,299",236
04/27/2021,17,AZ,"28,705","4,940,974","51,362","10,530","2,970,905","21,991",Report,"28,705","51,362","18,150","2,028,087","29,421"
04/27/2021,17,SD,840,"680,866","5,867",257,"390,190","1,410",Report,840,"5,867",601,"309,655","4,480"
04/27/2021,17,CA,"387,188","31,863,332","371,627","169,637","20,033,143","179,136",Admin,"387,188","371,628","222,619","12,734,606","191,743"
04/27/2021,17,MA,"97,265","6,196,251","91,935","49,332","3,870,614","47,734",Admin,"97,265","91,936","48,615","2,511,219","44,264"
04/27/2021,17,MO,"15,633","3,874,578","47,071","9,589","2,321,030","21,802",Report,"15,633","47,071","5,819","1,607,386","24,555"
04/27/2021,17,NC,"46,592","6,814,517","69,296","22,284","4,091,528","29,193",Report,"46,592","69,296","25,021","2,913,705","39,930"
04/27/2021,17,GA,"49,105","6,060,609","68,153","15,468","3,656,033","21,708",Report,"49,105","68,153","33,633","2,421,923","45,815"
04/27/2021,17,SC,"52,080","3,163,207","28,593","17,350","1,865,819","9,459",Report,"52,080","28,593","33,411","1,355,898","18,651"
04/27/2021,17,WY,"2,927","363,102","2,415",790,"206,150",713,Admin,"2,927","2,415","2,160","165,384","1,688"
04/27/2021,17,MP,428,"38,913",337,149,"21,690",144,Report,428,337,279,"17,256",193
04/27/2021,17,NE,2,"1,380,708","11,933",2,"818,820","3,704",Report,2,"11,933",153,"603,909","8,257"
04/27/2021,17,MN,"14,980","4,204,905","50,693","9,217","2,558,679","24,003",Report,"14,980","50,693","5,563","1,843,034","26,667"
04/27/2021,17,VI,601,"60,203",428,218,"34,654",156,Report,601,428,364,"25,101",263
04/27/2021,17,GU,"2,064","139,525","1,533",548,"79,291",608,Admin,"2,064","1,534","1,513","60,068",921
04/27/2021,17,ME,"17,787","1,196,656","14,559","9,121","735,666","6,940",Admin,"17,787","14,560","9,212","526,496","7,809"
04/27/2021,17,RI,"14,017","886,081","12,113","10,918","550,469","8,071",Report,"14,017","12,113","3,058","370,331","4,058"
04/27/2021,17,ID,"2,259","1,051,044","9,454",926,"595,361","2,960",Report,"2,259","9,454","1,321","465,169","6,358"
04/27/2021,17,MO,"42,228","4,156,221","34,769","10,525","2,426,724","10,869",Admin,"42,228","34,770","32,120","1,826,166","23,904"
04/27/2021,17,VT,"6,364","543,879","7,444","3,912","338,035","4,352",Report,"6,364","7,444","2,425","224,807","3,064"
04/27/2021,17,NV,"6,459","1,991,775","18,343","3,344","1,211,626","8,716",Report,"6,459","18,343","2,983","820,830","9,381"
04/27/2021,17,ND,153,"552,769","3,548",130,"311,481",945,Report,153,"3,548",24,"243,992","2,433"
04/27/2021,17,US,"2,854,153","249,954,878","2,646,766","1,119,597","149,501,411","1,107,467",Admin,"2,854,153","2,646,766","1,752,672","105,975,530","1,524,359"
04/27/2021,17,HI,"12,898","1,180,186","14,920","8,628","716,343","8,929",Report,"12,898","14,920","4,394","483,260","6,151"
04/27/2021,17,WA,"39,448","5,613,491","75,085","22,485","3,414,929","40,371",Report,"39,448","75,085","16,588","2,346,508","34,327"
04/27/2021,17,AR,"3,133","1,737,538","16,081","1,360","1,051,491","5,647",Report,"3,133","16,081","1,791","732,746","10,544"
04/27/2021,17,IA,"25,367","2,402,054","24,082","7,112","1,403,781","8,574",Admin,"25,367","24,082","18,769","1,073,057","15,483"
04/27/2021,17,CA,"221,860","29,372,925","383,386","118,617","18,800,383","195,612",Report,"221,860","383,386","103,468","11,476,524","188,669"
04/27/2021,17,VI,622,"62,701",386,239,"35,818",154,Admin,622,387,393,"27,171",234
04/27/2021,17,CO,"37,817","4,278,837","55,430","14,987","2,625,463","22,019",Report,"37,817","55,430","22,671","1,767,903","33,155"
04/27/2021,17,RP,22,"19,334",399,15,"11,584",394,Report,22,399,11,"8,013",6
04/27/2021,17,MD,"61,390","4,615,758","64,236","31,741","2,832,816","30,750",Report,"61,390","64,236","28,434","1,957,062","32,772"
04/27/2021,17,WV,"3,451","1,142,947","7,524","1,007","637,813","1,769",Report,"3,451","7,524","2,377","521,809","5,751"
04/27/2021,17,TX,"204,361","19,419,138","186,866","80,715","11,664,678","75,826",Admin,"204,361","186,866","127,819","8,379,454","111,198"
04/27/2021,17,SD,"6,902","699,486","5,610",985,"395,053","1,148",Admin,"6,902","5,611","5,974","321,931","4,467"
04/27/2021,17,NY,"185,250","16,241,755","169,958","73,045","9,495,008","69,191",Admin,"185,250","169,958","114,239","6,930,349","99,855"
04/27/2021,17,MI,"26,753","6,859,562","89,352","12,354","4,062,304","36,936",Report,"26,753","89,352","15,039","3,015,497","53,235"
04/27/2021,17,MD,"62,174","4,901,278","63,934","28,378","2,966,662","30,215",Admin,"62,174","63,935","34,531","2,087,997","33,506"
04/27/2021,17,KY,"27,897","3,232,430","24,862","9,536","1,855,842","7,837",Admin,"27,897","24,862","18,663","1,467,003","16,962"
04/27/2021,17,DC,"6,440","665,355","8,027","2,900","409,371","4,001",Admin,"6,440","8,027","3,556","269,920","4,000"
04/27/2021,17,MS,"34,718","1,555,424","11,712","12,899","911,587","4,722",Report,"34,718","11,712","21,229","685,690","7,016"
04/27/2021,17,KY,"7,666","3,064,218","26,674","3,667","1,789,144","9,406",Report,"7,666","26,674","4,032","1,369,640","17,156"
04/27/2021,17,DE,"5,407","729,085","9,526","2,274","455,347","4,666",Report,"5,407","9,526","3,045","297,377","5,869"
04/27/2021,17,MI,"88,604","7,284,364","82,251","32,846","4,240,269","31,958",Admin,"88,604","82,251","46,345","3,159,517","46,904"
04/27/2021,17,NM,"15,077","1,909,905","14,916","5,561","1,106,053","5,634",Admin,"15,077","14,916","9,493","832,680","9,111"
04/27/2021,17,IA,"11,086","2,306,511","24,926","3,141","1,366,491","9,601",Report,"11,086","24,926","7,852","1,017,291","15,215"
04/27/2021,17,US,"1,639,215","232,407,669","2,717,062","782,194","141,751,857","1,212,123",Report,"1,639,215","2,717,062","859,366","96,747,454","1,503,421"
04/27/2021,17,OK,"18,884","2,787,780","18,292","5,569","1,589,065","5,051",Admin,"18,884","18,292","13,764","1,255,817","13,287"
04/27/2021,17,WA,"80,276","6,032,592","75,766","40,924","3,624,186","39,224",Admin,"80,276","75,766","39,485","2,535,654","35,927"
04/27/2021,17,IN,"52,556","4,387,050","42,077","17,131","2,554,501","16,662",Admin,"52,556","42,077","37,126","1,890,169","26,295"
04/27/2021,17,RI,"11,650","930,854","11,481","4,295","571,108","6,500",Admin,"11,650","11,481","7,317","396,518","4,940"
04/27/2021,17,IN,"16,704","4,002,392","39,364","8,874","2,387,049","16,982",Report,"16,704","39,364","9,164","1,710,566","22,603"
04/27/2021,17,OH,"87,576","8,583,142","83,792","24,368","4,886,836","22,324",Admin,"87,576","83,793","63,684","3,898,440","60,670"
04/27/2021,17,PR,"7,333","1,780,310","27,868","2,876","1,115,102","16,068",Report,"7,333","27,868","4,731","731,040","13,367"
04/26/2021,17,NH,"14,985","1,085,119","13,746","6,115","680,977","6,317",Admin,"14,985","13,746","8,267","434,577","7,213"
04/26/2021,17,MD,"58,894","4,839,104","65,542","26,825","2,938,284","30,567",Admin,"58,894","65,542","31,831","2,053,466","34,586"
04/26/2021,17,VA,"72,414","6,344,228","86,267","37,695","3,877,081","39,298",Report,"72,414","86,267","34,333","2,626,636","46,457"
04/26/2021,17,CT,"35,043","3,225,082","39,810","14,179","1,960,999","18,237",Admin,"35,043","39,810","20,920","1,364,377","21,469"
04/26/2021,17,ME,"1,599","1,108,830","10,409",853,"692,162","4,845",Report,"1,599","10,409",808,"487,794","5,643"
04/26/2021,17,AK,"2,197","578,108","2,371",771,"316,520",863,Admin,"2,197","2,371","1,383","270,594","1,437"
04/26/2021,17,VA,"74,163","6,665,167","85,026","30,177","4,026,400","36,833",Admin,"74,163","85,027","43,627","2,775,739","47,624"
04/26/2021,17,MO,"31,347","4,113,993","35,557","9,620","2,416,199","11,968",Admin,"31,347","35,557","21,733","1,794,046","23,524"
04/26/2021,17,US,"2,355,436","247,100,725","2,698,044","946,417","148,381,814","1,146,132",Admin,"2,355,436","2,698,044","1,394,577","104,222,858","1,530,590"
04/26/2021,17,AK,935,"540,565","3,292",356,"302,399","1,363",Report,935,"3,292",608,"249,036","1,910"
04/26/2021,17,MH,117,"28,746",135,34,"15,701",29,Admin,117,136,83,"13,021",106
04/26/2021,17,WI,"34,765","4,687,452","47,810","9,111","2,689,653","15,875",Admin,"34,765","47,811","25,563","2,068,517","31,721"
04/26/2021,17,OR,"34,037","2,908,484","40,041","15,566","1,783,735","19,806",Report,"34,037","40,041","18,983","1,214,652","21,056"
04/26/2021,17,CT,"38,089","3,094,177","40,782","18,492","1,898,476","19,485",Report,"38,089","40,782","19,968","1,298,869","21,595"
04/26/2021,17,GA,"72,522","6,461,903","76,068","21,043","3,794,013","23,421",Admin,"72,522","76,068","50,505","2,656,860","51,640"
04/26/2021,17,DE,"6,462","723,678","9,510","2,295","453,073","4,818",Report,"6,462","9,510","3,923","294,332","5,725"
04/26/2021,17,FM,245,"34,614",342,121,"20,272",155,Admin,245,342,127,"14,151",179
04/26/2021,17,FM,912,"32,132",327,393,"19,557",180,Report,912,327,492,"12,525",143
04/26/2021,17,IN,"44,771","4,334,494","41,910","18,115","2,537,370","17,401",Admin,"44,771","41,910","28,860","1,853,043","25,061"
04/26/2021,17,GA,"87,231","6,011,504","66,930","29,385","3,640,565","21,390",Report,"87,231","66,930","56,772","2,388,290","44,871"
04/26/2021,17,TX,"114,650","18,093,739","192,661","49,745","11,114,406","80,556",Report,"114,650","192,661","64,298","7,332,085","110,053"
04/26/2021,17,RI,"12,966","872,064","12,050","8,614","539,551","7,929",Report,"12,966","12,050","4,308","367,273","4,140"
04/26/2021,17,ND,"1,349","552,616","3,535",353,"311,351",930,Report,"1,349","3,535","1,006","243,968","2,439"
04/26/2021,17,CO,"30,310","4,241,020","56,378","12,670","2,610,476","22,599",Report,"30,310","56,378","17,755","1,745,232","33,552"
04/26/2021,17,WV,395,"1,139,496","7,833",97,"636,806","1,764",Report,395,"7,833",476,"519,432","6,058"
04/26/2021,17,MS,112,"1,520,706","7,624",9,"898,688","3,263",Report,112,"7,624",200,"664,461","4,462"
04/26/2021,17,RI,"5,171","919,204","12,072","2,562","566,813","7,617",Admin,"5,171","12,072","2,563","389,201","4,415"
04/26/2021,17,HI,"11,492","1,167,288","32,029","6,392","707,715","21,643",Report,"11,492","32,029","5,367","478,866","10,451"
04/26/2021,17,MS,"10,806","1,681,027","11,682","2,868","952,013","3,200",Admin,"10,806","11,682","7,926","770,537","8,438"
04/26/2021,17,ID,"5,490","1,048,785","9,645","1,564","594,435","3,029",Report,"5,490","9,645","3,995","463,848","6,482"
04/26/2021,17,DC,"8,496","576,507","7,854","5,136","363,040","4,492",Report,"8,496","7,854","3,382","196,859","3,929"
04/26/2021,17,MT,"5,259","780,033","5,998","1,587","445,746","1,786",Admin,"5,259","5,998","3,667","350,243","4,149"
04/26/2021,17,IA,"16,410","2,376,687","24,897","4,857","1,396,669","9,292",Admin,"16,410","24,897","11,413","1,054,288","15,487"
04/26/2021,17,MA,"86,451","6,098,986","91,540","45,093","3,821,282","48,257",Admin,"86,451","91,540","41,306","2,462,604","43,228"
04/26/2021,17,TX,"168,295","19,214,777","190,084","70,368","11,583,963","76,880",Admin,"168,295","190,084","98,097","8,251,635","112,648"
04/26/2021,17,OH,"68,023","8,495,566","86,591","17,666","4,862,468","22,868",Admin,"68,023","86,592","49,822","3,834,756","62,671"
04/26/2021,17,NM,"6,505","1,746,428","15,180","3,073","1,035,283","5,840",Report,"6,505","15,180","3,327","748,386","9,208"
04/26/2021,17,ID,"7,425","1,095,779","9,028","2,477","614,210","2,772",Admin,"7,425","9,028","4,963","484,772","6,076"
04/26/2021,17,GU,"1,156","123,487","1,482",358,"73,593",524,Report,"1,156","1,482",799,"50,262",960
04/26/2021,17,MP,148,"38,485",332,0,"21,541",142,Report,148,332,148,"16,977",189
04/26/2021,17,PR,"13,149","1,772,977","28,216","7,151","1,112,226","16,321",Report,"13,149","28,216","6,280","726,309","13,502"
04/26/2021,17,IL,"81,296","9,093,034","112,395","35,042","5,653,287","52,056",Report,"81,296","112,395","46,208","3,665,234","60,482"
04/26/2021,17,NJ,"65,887","6,974,357","90,531","32,882","4,298,779","44,076",Report,"65,887","90,531","34,094","3,008,260","47,766"
04/26/2021,17,OR,"28,983","3,119,704","42,200","15,633","1,899,276","21,736",Admin,"28,983","42,200","13,411","1,303,286","20,264"
04/26/2021,17,FL,"145,967","14,608,762","172,678","69,304","8,845,557","72,847",Report,"145,967","172,678","74,957","5,906,447","97,596"
04/26/2021,17,SC,"16,591","3,111,127","23,346","6,263","1,848,469","8,010",Report,"16,591","23,346","10,115","1,322,487","15,014"
04/26/2021,17,US,"2,107,046","230,768,454","2,741,021","991,183","140,969,663","1,235,434",Report,"2,107,046","2,741,021","1,115,759","95,888,088","1,503,272"
04/26/2021,17,DC,"7,625","658,915","8,372","3,297","406,471","4,280",Admin,"7,625","8,372","4,292","266,364","4,053"
04/26/2021,17,PR,"32,039","2,633,479","32,965","17,022","1,636,848","18,843",Admin,"32,039","32,966","14,982","1,078,819","14,081"
04/26/2021,17,VI,20,"59,602",468,3,"34,436",187,Report,20,468,19,"24,737",272
04/26/2021,17,AZ,"47,230","5,334,286","51,363","16,474","3,150,562","17,498",Admin,"47,230","51,363","30,381","2,282,495","33,436"
04/26/2021,17,SC,"29,352","3,311,836","29,217","8,433","1,924,121","9,313",Admin,"29,352","29,217","21,227","1,446,059","19,878"
04/26/2021,17,MA,"78,738","5,855,519","87,604","38,970","3,696,380","46,743",Report,"78,738","87,604","39,830","2,346,322","41,145"
04/26/2021,17,PA,"85,651","9,613,437","145,974","45,761","6,072,390","78,109",Report,"85,651","145,974","39,966","3,868,459","68,873"
04/26/2021,17,AZ,"39,748","4,912,269","51,720","16,541","2,960,375","22,455",Report,"39,748","51,720","22,820","2,009,937","29,344"
04/26/2021,17,NH,"2,630","1,129,881","3,924","2,178","793,458","2,470",Report,"2,630","3,924",692,"400,809","1,719"
04/26/2021,17,LA,"12,103","2,660,514","21,929","4,034","1,515,258","5,979",Report,"12,103","21,929","8,082","1,204,822","15,629"
04/26/2021,17,AR,"12,995","1,868,054","14,391","3,988","1,111,344","4,335",Admin,"12,995","14,391","8,919","797,061","9,990"
04/26/2021,17,CA,"315,626","31,476,144","381,328","146,939","19,863,506","188,773",Admin,"315,626","381,328","167,932","12,511,987","190,442"
04/26/2021,17,HI,"11,886","1,303,546","16,058","5,990","797,161","8,856",Admin,"11,886","16,059","5,894","527,007","7,181"
04/26/2021,17,LA,"17,146","2,822,520","19,024","5,364","1,585,968","5,431",Admin,"17,146","19,025","11,781","1,320,019","13,520"
04/26/2021,17,NC,"39,934","6,767,925","66,776","22,644","4,069,244","28,163",Report,"39,934","66,776","17,204","2,888,684","38,338"
04/26/2021,17,IA,"18,378","2,295,425","24,212","9,550","1,363,350","9,518",Report,"18,378","24,212","9,037","1,009,439","14,638"
04/26/2021,17,KS,"5,728","1,962,004","19,241","2,011","1,167,615","6,612",Report,"5,728","19,241","5,627","877,245","13,960"
04/26/2021,17,KY,"17,402","3,056,552","26,844","6,935","1,785,477","9,355",Report,"17,402","26,844","10,522","1,365,608","17,392"
04/26/2021,17,VT,"11,874","537,515","7,817","6,566","334,123","4,249",Report,"11,874","7,817","5,225","222,382","3,573"
04/26/2021,17,WY,"7,552","348,679","3,532","2,197","200,024","1,183",Report,"7,552","3,532","4,952","155,469","2,231"
04/26/2021,17,LTC,"1,397","7,786,734","1,409",987,"4,595,611",998,Admin,"1,397","1,409",417,"3,142,057",407
04/26/2021,17,MD,"28,649","4,554,368","63,417","16,750","2,801,075","29,944",Report,"28,649","63,417","12,336","1,928,628","32,755"
04/26/2021,17,WA,"52,077","5,952,316","75,952","26,472","3,583,262","40,004",Admin,"52,077","75,952","25,361","2,496,169","35,104"
04/26/2021,17,CO,"50,343","4,510,063","56,250","17,746","2,729,779","21,639",Admin,"50,343","56,250","32,393","1,877,297","34,163"
04/26/2021,17,AR,"9,654","1,734,405","16,576","2,733","1,050,131","5,847",Report,"9,654","16,576","6,868","730,955","10,832"
04/26/2021,17,NY,"157,573","16,056,505","169,827","60,821","9,421,963","70,865",Admin,"157,573","169,828","96,541","6,816,110","97,451"
04/26/2021,17,MI,"63,011","6,832,809","90,071","27,247","4,049,950","37,015",Report,"63,011","90,071","36,711","3,000,458","53,880"
04/26/2021,17,OH,"69,444","8,072,314","93,565","20,463","4,693,943","28,533",Report,"69,444","93,565","47,297","3,567,394","63,077"
04/26/2021,17,TN,"38,174","4,356,651","39,246","11,153","2,523,847","11,873",Admin,"38,174","39,246","26,164","1,875,467","26,614"
04/26/2021,17,IN,"29,571","3,985,688","38,845","14,228","2,378,175","16,869",Report,"29,571","38,845","17,061","1,701,402","22,043"
04/26/2021,17,OK,"10,958","2,627,397","18,156","3,308","1,531,513","5,462",Report,"10,958","18,156","7,411","1,134,715","12,327"
04/26/2021,17,SD,"4,837","692,584","5,609",966,"394,068","1,216",Admin,"4,837","5,610","3,868","315,957","4,388"
04/26/2021,17,SD,"3,163","680,026","5,880",656,"389,933","1,422",Report,"3,163","5,880","2,517","309,054","4,484"
04/26/2021,17,NJ,"83,631","7,053,742","89,443","36,660","4,288,755","41,942",Admin,"83,631","89,444","47,142","2,999,474","47,303"
04/26/2021,17,NM,"10,376","1,894,828","15,565","4,283","1,100,492","6,027",Admin,"10,376","15,566","6,031","823,187","9,354"
04/26/2021,17,NE,"8,540","1,479,218","12,782","2,766","859,943","3,930",Admin,"8,540","12,783","5,645","652,208","8,685"
04/26/2021,17,NY,"123,432","14,856,419","168,545","52,496","8,970,522","77,115",Report,"123,432","168,545","70,499","6,255,867","87,251"
04/26/2021,17,AL,"6,818","2,478,227","25,809","2,933","1,504,727","9,188",Report,"6,818","25,809","4,135","1,066,659","17,189"
04/26/2021,17,VI,535,"62,079",376,191,"35,579",146,Admin,535,376,343,"26,778",230
04/26/2021,17,OK,"15,757","2,768,896","18,495","4,230","1,583,496","5,123",Admin,"15,757","18,495","11,584","1,242,053","13,343"
04/26/2021,17,CA,"352,417","29,151,065","387,965","180,899","18,681,766","198,687",Report,"352,417","387,965","171,187","11,373,056","190,203"
04/26/2021,17,AS,0,"37,590",231,0,"21,035",128,Report,0,231,4,"16,557",106
04/26/2021,17,LTC,102,"7,791,592","1,549",45,"4,864,472","1,047",Report,102,"1,549",0,0,0
04/26/2021,17,AS,435,"38,818",302,196,"21,687",156,Admin,435,303,238,"17,052",146
04/26/2021,17,PA,"101,361","10,531,778","121,392","53,451","6,592,849","61,914",Admin,"101,361","121,392","48,238","4,233,290","59,079"
04/26/2021,17,GU,369,"137,461","1,546",117,"78,743",639,Admin,369,"1,546",250,"58,555",902
04/26/2021,17,NV,"16,142","2,067,666","19,419","5,899","1,232,998","8,203",Admin,"16,142","19,420","10,797","873,860","10,507"
04/26/2021,17,MN,"39,234","4,395,950","52,142","17,059","2,651,124","24,251",Admin,"39,234","52,143","22,056","1,924,921","27,639"
04/26/2021,17,DE,"7,145","779,758","9,322","2,210","473,912","3,308",Admin,"7,145","9,323","4,919","334,498","5,960"
04/26/2021,17,UT,23,"2,035,687","16,779",9,"1,228,443","7,999",Report,23,"16,779",86,"705,703","8,892"
04/26/2021,17,NC,"56,667","7,341,331","63,315","20,391","4,347,595","23,332",Admin,"56,667","63,315","36,324","3,233,828","39,899"
04/26/2021,17,ND,"1,516","556,368","3,242",612,"312,426",913,Admin,"1,516","3,242",910,"258,373","2,292"
04/26/2021,17,NE,"34,655","1,380,706","14,357","9,966","818,818","4,840",Report,"34,655","14,357","24,550","603,756","9,580"
04/26/2021,17,MN,"71,190","4,189,925","57,431","37,883","2,549,462","27,181",Report,"71,190","57,431","32,990","1,837,471","30,231"
04/26/2021,17,RP,0,"19,312",395,0,"11,569",391,Report,0,395,1,"8,002",4
04/26/2021,17,TN,"21,770","3,877,011","41,905","9,569","2,340,900","14,905",Report,"21,770","41,905","12,009","1,586,811","25,924"
04/26/2021,17,VT,"7,438","571,977","7,771","3,938","352,120","4,539",Admin,"7,438","7,771","3,564","241,930","3,227"
04/26/2021,17,KY,"22,975","3,204,533","26,025","7,007","1,846,306","8,019",Admin,"22,975","26,025","15,964","1,448,340","17,874"
04/26/2021,17,KS,"14,356","2,107,829","17,846","3,834","1,233,621","4,987",Admin,"14,356","17,846","10,469","915,102","12,752"
04/26/2021,17,UT,"21,072","2,128,781","22,730","7,387","1,301,817","9,183",Admin,"21,072","22,730","13,825","911,375","13,518"
04/26/2021,17,WA,"87,945","5,574,043","74,836","47,485","3,392,444","40,673",Report,"87,945","74,836","39,671","2,329,920","33,817"
04/26/2021,17,MI,"79,535","7,195,760","84,421","24,893","4,207,423","32,985",Admin,"79,535","84,422","45,966","3,113,172","49,226"
04/26/2021,17,IL,"99,598","9,888,604","115,248","41,268","5,981,510","52,405",Admin,"99,598","115,248","54,520","3,924,529","58,843"
04/26/2021,17,WY,"1,778","360,175","2,443",542,"205,360",719,Admin,"1,778","2,444","1,218","163,224","1,702"
04/26/2021,17,NV,"18,771","1,985,316","18,422","9,237","1,208,282","8,711",Report,"18,771","18,422","9,344","817,847","9,468"
04/26/2021,17,MO,"53,789","3,858,945","46,130","34,713","2,311,441","21,096",Report,"53,789","46,130","17,403","1,601,567","24,271"
04/26/2021,17,MH,343,"25,737",152,131,"14,166",41,Report,343,152,212,"11,538",111
04/26/2021,17,AL,"23,370","2,656,015","26,594","9,224","1,591,029","10,219",Admin,"23,370","26,595","14,139","1,128,688","16,204"
04/26/2021,17,ME,"13,058","1,178,869","14,719","6,436","726,545","6,897",Admin,"13,058","14,720","7,032","517,284","7,927"
04/26/2021,17,WV,"3,953","1,199,352","8,501","1,820","676,465","2,449",Admin,"3,953","8,502","2,145","543,448","6,037"
04/26/2021,17,MT,"2,435","734,717","6,240",778,"426,860","2,299",Report,"2,435","6,240","1,676","326,467","3,936"
04/26/2021,17,WI,"33,321","4,490,374","51,736","14,166","2,633,167","17,605",Report,"33,321","51,736","19,519","1,948,128","33,311"
04/26/2021,17,FL,"172,235","15,603,379","169,559","62,027","9,291,943","67,645",Admin,"172,235","169,559","109,946","6,446,081","100,177"
04/26/2021,17,RP,22,"19,335",341,15,"11,585",337,Admin,22,341,7,"7,945",4
04/26/2021,17,MP,426,"38,959",338,146,"21,704",144,Admin,426,338,279,"17,274",193
04/25/2021,17,ID,"13,684","1,043,295","9,815","3,940","592,871","3,188",Report,"13,684","9,815","9,939","459,853","6,483"
04/25/2021,17,AK,"2,669","539,630","3,447","1,042","302,043","1,446",Report,"2,669","3,447","1,607","248,428","1,982"
04/25/2021,17,KY,"27,468","3,039,150","27,123","8,675","1,778,542","9,457",Report,"27,468","27,123","18,678","1,355,086","17,557"
04/25/2021,17,LA,"4,370","2,805,374","19,586","1,529","1,580,604","5,402",Admin,"4,370","19,587","2,825","1,308,238","14,101"
04/25/2021,17,ND,"4,344","551,267","3,675","1,394","310,998",942,Report,"4,344","3,675","2,885","242,962","2,528"
04/25/2021,17,SC,"9,007","3,282,484","29,599","3,104","1,915,688","9,541",Admin,"9,007","29,600","5,894","1,424,832","19,963"
