Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
08/29/2021,35,WI,0,"6,454,213","8,973",0,"3,429,080","4,488",Admin,0,"8,973",0,"3,157,522","3,900"
08/29/2021,35,KS,0,"2,902,155","4,816",0,"1,617,840","2,299",Admin,0,"4,817",0,"1,352,517","2,268"
08/29/2021,35,NC,"36,766","10,428,500","30,942","19,004","5,878,330","17,216",Report,"36,766","30,942","15,498","4,843,999","12,254"
08/29/2021,35,OR,0,"4,959,522","6,284",0,"2,683,039","3,574",Admin,0,"6,284",0,"2,436,020","2,381"
08/29/2021,35,TN,623,"6,260,373","18,312",258,"3,430,942","9,617",Report,623,"18,312",322,"2,833,047","6,761"
08/29/2021,35,VI,9,"94,650",332,0,"52,580",126,Report,9,332,21,"42,342",209
08/29/2021,35,NJ,"21,610","10,969,246","23,156","10,241","6,012,365","11,079",Report,"21,610","23,156","9,867","5,441,259","10,625"
08/29/2021,35,PR,"16,944","4,224,421","11,425","10,774","2,341,218","7,338",Report,"16,944","11,425","5,738","2,005,132","3,957"
08/29/2021,35,MI,"17,918","10,167,391","14,514","7,798","5,380,459","6,426",Report,"17,918","14,514","8,114","5,034,646","6,505"
08/29/2021,35,MD,0,"7,579,595","10,755",0,"4,089,244","5,049",Admin,0,"10,756",0,"3,695,130","4,728"
08/29/2021,35,MP,0,"66,514",141,0,"34,833",50,Admin,0,141,0,"32,224",81
08/29/2021,35,NM,"8,798","2,635,135","6,954","4,599","1,445,166","3,506",Report,"8,798","6,954","3,165","1,255,176","2,801"
08/29/2021,35,FL,0,"24,748,548","51,338",0,"13,832,479","21,257",Admin,0,"51,338",0,"11,432,623","24,308"
08/29/2021,35,LTC,"1,032","7,931,034","1,084",813,"4,690,962",810,Report,"1,032","1,084",0,0,0
08/29/2021,35,MO,"12,203","5,934,827","16,540","4,820","3,271,702","6,896",Report,"12,203","16,540","6,548","2,759,476","8,466"
08/29/2021,35,CA,"130,757","47,870,018","100,928","63,717","27,156,250","49,856",Report,"130,757","100,928","57,650","22,007,910","43,683"
08/29/2021,35,MS,695,"2,447,362","9,581",428,"1,375,316","4,975",Report,695,"9,581",404,"1,122,793","4,019"
08/29/2021,35,MO,0,"5,934,827","11,200",0,"3,271,702","4,685",Admin,0,"11,200",0,"2,803,949","5,768"
08/29/2021,35,AL,"24,575","4,097,445","25,900","11,783","2,369,063","11,767",Report,"24,575","25,900","10,414","1,860,445","11,265"
08/29/2021,35,RI,0,"1,389,773","1,494",0,"749,962",742,Admin,0,"1,494",0,"681,981",643
08/29/2021,35,CO,0,"6,801,408","9,327",0,"3,661,176","3,901",Admin,0,"9,328",0,"3,284,302","4,039"
08/29/2021,35,TX,"97,747","30,027,551","102,787","40,953","16,912,508","48,404",Report,"97,747","102,787","45,968","13,686,139","44,492"
08/29/2021,35,IN,"15,299","6,398,557","12,865","8,302","3,387,070","6,754",Report,"15,299","12,865","6,079","3,107,387","5,260"
08/29/2021,35,VA,0,"10,199,882","12,418",0,"5,550,454","6,002",Admin,0,"12,418",0,"4,868,835","5,364"
08/29/2021,35,AR,0,"2,784,921","6,993",0,"1,601,474","2,682",Admin,0,"6,994",0,"1,244,504","3,912"
08/29/2021,35,WV,0,"1,512,950",992,0,"840,270",432,Admin,0,992,0,"705,270",236
08/29/2021,35,MT,0,"1,019,130","1,131",0,"558,577",619,Admin,0,"1,131",0,"490,880",431
08/29/2021,35,ND,"2,179","697,162","1,505","1,147","384,859",824,Report,"2,179","1,505",809,"317,412",541
08/29/2021,35,LA,"23,206","4,194,490","19,875","8,751","2,346,898","8,303",Report,"23,206","19,875","13,007","1,926,000","10,430"
08/29/2021,35,NC,0,"10,428,500","19,730",0,"5,878,330","10,916",Admin,0,"19,731",0,"4,892,252","8,213"
08/29/2021,35,MA,"10,968","9,448,906","11,616","4,876","5,176,031","5,563",Report,"10,968","11,616","4,746","4,535,474","5,059"
08/29/2021,35,SC,"20,221","4,784,703","15,228","10,744","2,661,154","7,955",Report,"20,221","15,228","7,810","2,219,966","6,057"
08/29/2021,35,KY,0,"4,534,547","9,555",0,"2,524,083","5,311",Admin,0,"9,556",0,"2,154,347","3,710"
08/29/2021,35,WA,0,"9,469,153","13,019",0,"5,150,079","7,510",Admin,0,"13,019",0,"4,573,049","4,748"
08/29/2021,35,DE,"2,570","1,148,553","2,605","1,243","637,055","1,232",Report,"2,570","2,605","1,107","537,021","1,148"
08/29/2021,35,VA,"30,022","10,199,882","18,072","13,375","5,550,454","8,890",Report,"30,022","18,072","12,848","4,868,886","8,916"
08/29/2021,35,NV,"10,019","3,191,664","8,435","4,761","1,801,454","4,005",Report,"10,019","8,435","5,060","1,465,862","4,139"
08/29/2021,35,RP,0,"28,757",67,0,"16,416",46,Admin,0,68,0,"14,579",22
08/29/2021,35,ME,0,"1,734,711","1,572",0,"953,915",928,Admin,0,"1,573",0,"876,444",582
08/29/2021,35,TX,1,"30,027,666","67,388",0,"16,912,623","30,083",Admin,1,"67,388",1,"14,049,675","30,064"
08/29/2021,35,US,"951,864","368,863,734","886,566","443,960","204,435,968","430,026",Report,"951,864","886,566","418,919","173,520,211","385,512"
08/29/2021,35,RI,"2,594","1,389,773","2,368","1,287","749,962","1,139",Report,"2,594","2,368","1,074","684,030","1,254"
08/29/2021,35,NY,0,"24,284,397","38,097",0,"13,093,973","20,100",Admin,0,"38,098",0,"11,691,282","17,547"
08/29/2021,35,AL,0,"4,097,445","13,144",0,"2,369,063","6,417",Admin,0,"13,145",0,"1,817,219","5,740"
08/29/2021,35,NY,"52,987","24,284,397","49,580","26,434","13,093,973","25,790",Report,"52,987","49,580","25,545","11,655,348","22,471"
08/29/2021,35,LA,1,"4,194,490","14,183",0,"2,346,898","5,712",Admin,1,"14,183",1,"1,962,600","7,593"
08/29/2021,35,CO,"18,025","6,801,408","12,834","6,132","3,661,176","5,502",Report,"18,025","12,834","6,397","3,270,331","5,503"
08/29/2021,35,OK,0,"3,810,974","9,446",0,"2,137,097","4,553",Admin,0,"9,446",0,"1,750,566","4,017"
08/29/2021,35,GA,0,"9,717,873","11,908",0,"5,386,606","6,011",Admin,0,"11,908",0,"4,365,775","5,030"
08/29/2021,35,KY,"16,277","4,534,547","12,446","8,686","2,524,083","6,809",Report,"16,277","12,446","6,363","2,159,304","4,906"
08/29/2021,35,MI,0,"10,167,391","9,916",0,"5,380,459","4,425",Admin,0,"9,916",0,"4,933,867","4,383"
08/29/2021,35,OK,"16,997","3,810,974","15,815","7,747","2,137,097","7,642",Report,"16,997","15,815","7,418","1,725,294","6,927"
08/29/2021,35,WA,"23,232","9,469,153","19,300","12,731","5,150,079","10,859",Report,"23,232","19,300","9,051","4,570,947","7,134"
08/29/2021,35,MT,263,"1,019,130","1,985",134,"558,577","1,084",Report,263,"1,985",129,"490,608",734
08/29/2021,35,ME,203,"1,734,711","2,850",68,"953,915","1,637",Report,203,"2,850",44,"881,977","1,047"
08/29/2021,35,ID,0,"1,455,970","2,325",0,"784,586","1,280",Admin,0,"2,326",0,"695,798",871
08/29/2021,35,MH,0,"38,153",32,0,"21,123",10,Report,0,32,0,"18,374",26
08/29/2021,35,AZ,"19,424","7,545,639","16,540","9,817","4,187,745","8,091",Report,"19,424","16,540","8,291","3,472,930","7,140"
08/29/2021,35,WI,"15,321","6,454,213","12,931","7,749","3,429,080","5,819",Report,"15,321","12,931","6,637","3,135,713","6,038"
08/29/2021,35,CA,0,"47,870,018","69,791",0,"27,156,250","32,568",Admin,0,"69,791",0,"22,007,100","31,836"
08/29/2021,35,CT,0,"4,808,446","5,697",0,"2,615,547","2,891",Admin,0,"5,697",0,"2,347,038","2,506"
08/29/2021,35,AK,355,"726,856","1,386",218,"398,982",703,Report,355,"1,386",141,"344,466",486
08/29/2021,35,PA,0,"15,365,996","16,003",0,"8,858,904","8,598",Admin,0,"16,003",0,"7,013,910","6,712"
08/29/2021,35,MH,0,"38,153",21,0,"21,123",5,Admin,0,21,0,"18,354",18
08/29/2021,35,WY,168,"474,129","1,030",104,"264,849",629,Report,168,"1,030",88,"222,123",390
08/29/2021,35,AR,"14,013","2,784,921","11,493","5,120","1,601,474","4,729",Report,"14,013","11,493","8,011","1,246,568","6,156"
08/29/2021,35,WV,315,"1,512,950","1,245",163,"840,270",569,Report,315,"1,245",223,"710,137",433
08/29/2021,35,PA,"34,163","15,365,996","30,292","18,073","8,858,904","16,528",Report,"34,163","30,292","14,857","7,037,389","12,906"
08/29/2021,35,MN,"13,159","6,367,197","10,913","5,056","3,467,891","4,519",Report,"13,159","10,913","6,464","3,145,725","5,086"
08/29/2021,35,SD,"2,610","899,038","2,109","1,427","494,717","1,124",Report,"2,610","2,109",941,"433,958",830
08/29/2021,35,HI,0,"1,778,621","1,781",0,"1,038,733",889,Admin,0,"1,782",0,"774,087",788
08/29/2021,35,MP,20,"66,514",172,0,"34,833",62,Report,20,172,20,"32,258",98
08/29/2021,35,AS,0,"55,576",51,0,"30,437",23,Admin,0,51,0,"25,455",27
08/29/2021,35,TN,0,"6,260,373","11,036",0,"3,430,942","5,904",Admin,0,"11,036",0,"2,887,947","4,076"
08/29/2021,35,FM,843,"65,212",370,676,"40,725",283,Report,843,370,234,"33,964",127
08/29/2021,35,GA,"1,193","9,717,873","28,513",528,"5,386,606","14,284",Report,"1,193","28,513",741,"4,375,765","11,870"
08/29/2021,35,UT,0,"3,228,733","1,983",0,"1,821,375","1,042",Admin,0,"1,983",0,"1,531,040",882
08/29/2021,35,NV,0,"3,191,664","5,507",0,"1,801,454","2,664",Admin,0,"5,508",0,"1,479,455","2,743"
08/29/2021,35,HI,"3,872","1,778,621","2,759","1,545","1,038,733","1,191",Report,"3,872","2,759","1,469","781,012","1,007"
08/29/2021,35,ID,"3,919","1,455,970","3,659","2,084","784,586","2,030",Report,"3,919","3,659","1,539","698,719","1,485"
08/29/2021,35,LTC,0,"7,931,034",487,0,"4,690,962",362,Admin,0,487,0,"3,210,710",130
08/29/2021,35,RP,475,"28,757",86,325,"16,416",65,Report,475,86,155,"14,693",23
08/29/2021,35,KS,"9,880","2,902,155","7,817","4,794","1,617,840","3,645",Report,"9,880","7,817","4,336","1,400,680","3,711"
08/29/2021,35,VI,0,"94,650",257,0,"52,580",87,Admin,0,258,0,"43,122",169
08/29/2021,35,AK,0,"726,856",761,0,"398,982",401,Admin,0,762,0,"347,041",258
08/29/2021,35,FM,0,"65,212",252,0,"40,725",195,Admin,0,253,0,"33,797",77
08/29/2021,35,OH,0,"11,602,682","13,145",0,"6,194,468","6,685",Admin,0,"13,145",0,"5,712,504","5,864"
08/29/2021,35,GU,0,"212,587",118,0,"114,403",100,Admin,0,118,0,"103,137",39
08/29/2021,35,US,2,"368,863,734","567,825",0,"204,435,968","274,398",Admin,2,"567,825",2,"173,520,211","250,978"
08/29/2021,35,SC,0,"4,784,703","10,629",0,"2,661,154","5,620",Admin,0,"10,629",0,"2,226,636","4,121"
08/29/2021,35,SD,0,"899,038","1,298",0,"494,717",713,Admin,0,"1,299",0,"431,933",516
08/29/2021,35,MN,0,"6,367,197","7,876",0,"3,467,891","3,037",Admin,0,"7,876",0,"3,134,017","3,841"
08/29/2021,35,NE,0,"2,059,281","2,934",0,"1,102,639","1,416",Admin,0,"2,934",0,"999,862","1,369"
08/29/2021,35,NE,"5,519","2,059,281","4,634","2,617","1,102,639","2,144",Report,"5,519","4,634","2,454","1,003,492","2,125"
08/29/2021,35,OH,"25,357","11,602,682","19,711","12,447","6,194,468","9,695",Report,"25,357","19,711","11,213","5,643,211","8,568"
08/29/2021,35,UT,116,"3,228,733","8,676",71,"1,821,375","4,600",Report,116,"8,676",81,"1,522,882","3,610"
08/29/2021,35,VT,"1,004","872,430",881,469,"482,345",429,Report,"1,004",881,377,"423,111",348
08/29/2021,35,IL,0,"14,525,150","15,733",0,"8,255,803","7,943",Admin,0,"15,734",0,"6,392,000","6,943"
08/29/2021,35,NH,0,"1,682,590","1,188",0,"898,985",765,Admin,0,"1,189",0,"799,497",479
08/29/2021,35,PR,0,"4,224,421","4,519",0,"2,341,218","3,203",Admin,0,"4,520",0,"1,991,965","1,113"
08/29/2021,35,AZ,0,"7,545,639","10,534",0,"4,187,745","5,248",Admin,0,"10,534",0,"3,527,418","4,543"
08/29/2021,35,NM,0,"2,635,135","4,497",0,"1,445,166","2,388",Admin,0,"4,498",0,"1,246,744","1,656"
08/29/2021,35,VT,0,"872,430",384,0,"482,345",186,Admin,0,384,0,"428,400",137
08/29/2021,35,CT,"9,615","4,808,446","8,324","4,733","2,615,547","4,284",Report,"9,615","8,324","4,050","2,347,099","3,593"
08/29/2021,35,IA,55,"3,289,395","5,772",36,"1,771,755","2,717",Report,55,"5,772",147,"1,624,417","2,653"
08/29/2021,35,MD,"14,196","7,574,963","14,436","6,116","4,086,832","6,540",Report,"14,196","14,436","6,512","3,707,664","6,184"
08/29/2021,35,DE,0,"1,148,553","1,445",0,"637,055",700,Admin,0,"1,446",0,"548,983",643
08/29/2021,35,IL,"39,053","14,525,150","29,684","16,472","8,255,803","13,153",Report,"39,053","29,684","13,274","6,462,969","11,729"
08/29/2021,35,DC,"1,874","944,619","1,506",931,"521,603",775,Report,"1,874","1,506",673,"403,499",532
08/29/2021,35,OR,"11,091","4,959,522","9,302","6,025","2,683,039","5,264",Report,"11,091","9,302","4,422","2,443,538","3,492"
08/29/2021,35,WY,0,"474,129",533,0,"264,849",328,Admin,0,533,0,"224,933",201
08/29/2021,35,MA,0,"9,448,906","8,049",0,"5,176,031","3,830",Admin,0,"8,050",0,"4,534,897","3,489"
08/29/2021,35,IA,0,"3,289,395","2,827",0,"1,771,755","1,333",Admin,0,"2,828",0,"1,628,085","1,269"
08/29/2021,35,IN,0,"6,398,557","9,007",0,"3,387,070","4,848",Admin,0,"9,008",0,"3,122,405","3,718"
08/29/2021,35,AS,0,"55,576",87,0,"30,437",40,Report,0,87,0,"25,574",47
08/29/2021,35,ND,0,"697,162","1,332",0,"384,859",732,Admin,0,"1,332",0,"333,268",511
08/29/2021,35,DC,0,"946,629",899,0,"522,631",473,Admin,0,900,0,"439,922",282
08/29/2021,35,MS,0,"2,447,362","3,865",0,"1,375,316","1,911",Admin,0,"3,866",0,"1,118,031","1,707"
08/29/2021,35,NH,"1,577","1,682,590","1,789",990,"898,985","1,151",Report,"1,577","1,789",617,"810,512",657
08/29/2021,35,NJ,0,"10,969,246","16,740",0,"6,012,365","8,025",Admin,0,"16,741",0,"5,302,431","7,404"
08/29/2021,35,GU,78,"212,587",540,4,"114,403",352,Report,78,540,2,"103,247",212
08/29/2021,35,FL,"93,323","24,748,548","71,426","37,575","13,832,479","29,532",Report,"93,323","71,426","42,863","11,305,552","33,094"
08/28/2021,34,MT,"2,312","1,018,867","1,965","1,269","558,443","1,075",Report,"2,312","1,965",874,"490,479",726
08/28/2021,34,AK,0,"726,856",819,0,"398,982",435,Admin,0,819,0,"347,041",277
08/28/2021,34,NM,25,"2,635,135","4,771",7,"1,445,166","2,563",Admin,25,"4,772",11,"1,246,744","1,756"
08/28/2021,34,VA,"22,927","10,169,860","16,670","11,374","5,537,079","8,354",Report,"22,927","16,670","9,228","4,856,038","8,245"
08/28/2021,34,RI,0,"1,389,773","1,589",0,"749,962",781,Admin,0,"1,589",0,"681,981",694
08/28/2021,34,TN,"25,945","6,259,750","21,842","13,609","3,430,684","11,520",Report,"25,945","21,842","8,868","2,832,725","7,944"
08/28/2021,34,ID,0,"1,455,970","2,445",0,"784,586","1,346",Admin,0,"2,446",0,"695,798",922
08/28/2021,34,MI,0,"10,167,391","10,715",0,"5,380,459","4,775",Admin,0,"10,716",0,"4,933,867","4,761"
08/28/2021,34,AL,"28,182","4,072,870","23,765","15,491","2,357,280","10,807",Report,"28,182","23,765","11,684","1,850,031","10,349"
08/28/2021,34,MH,0,"38,153",47,0,"21,123",21,Report,0,47,0,"18,374",29
08/28/2021,34,NV,0,"3,191,664","6,170",0,"1,801,454","2,962",Admin,0,"6,170",0,"1,479,455","3,086"
08/28/2021,34,UT,"17,915","3,228,617","8,670","9,260","1,821,304","4,595",Report,"17,915","8,670","7,748","1,522,801","3,609"
08/28/2021,34,FL,42,"24,748,548","58,155",22,"13,832,479","23,994",Admin,42,"58,155",24,"11,432,623","27,687"
08/28/2021,34,VI,491,"94,641",334,216,"52,580",127,Report,491,334,268,"42,321",209
08/28/2021,34,WV,"2,107","1,512,635","1,278",982,"840,107",570,Report,"2,107","1,278",730,"709,914",431
08/28/2021,34,WA,1,"9,469,153","14,167",1,"5,150,079","8,205",Admin,1,"14,167",0,"4,573,049","5,134"
08/28/2021,34,RP,0,"28,282",45,0,"16,091",21,Report,0,45,0,"14,538",25
08/28/2021,34,TN,0,"6,260,373","12,463",0,"3,430,942","6,677",Admin,0,"12,463",0,"2,887,947","4,655"
08/28/2021,34,CO,"8,227","6,801,408","10,030","1,395","3,661,176","4,211",Admin,"8,227","10,031","1,979","3,284,302","4,377"
08/28/2021,34,MT,0,"1,019,130","1,217",0,"558,577",671,Admin,0,"1,217",0,"490,880",460
08/28/2021,34,NE,"6,590","2,053,762","4,552","3,308","1,100,022","2,107",Report,"6,590","4,552","2,916","1,001,038","2,099"
08/28/2021,34,AZ,0,"7,545,639","11,595",0,"4,187,745","5,767",Admin,0,"11,596",0,"3,527,418","5,025"
08/28/2021,34,NC,0,"10,428,500","21,500",0,"5,878,330","11,872",Admin,0,"21,500",0,"4,892,252","9,009"
08/28/2021,34,NY,"59,272","24,231,410","49,351","30,672","13,067,539","26,078",Report,"59,272","49,351","27,232","11,629,803","21,980"
08/28/2021,34,OR,"11,174","4,948,431","9,248","6,294","2,677,014","5,298",Report,"11,174","9,248","4,204","2,439,116","3,414"
08/28/2021,34,TX,"102,832","29,929,804","104,181","45,532","16,871,555","49,860",Report,"102,832","104,181","44,476","13,640,171","44,353"
08/28/2021,34,IL,"45,965","14,486,097","27,951","15,907","8,239,331","12,714",Report,"45,965","27,951","12,695","6,449,695","11,446"
08/28/2021,34,UT,0,"3,228,733","2,330",0,"1,821,375","1,201",Admin,0,"2,331",0,"1,531,040","1,055"
08/28/2021,34,MN,"14,646","6,354,038","10,812","5,861","3,462,835","4,633",Report,"14,646","10,812","6,852","3,139,261","4,921"
08/28/2021,34,OH,1,"11,602,682","14,364",0,"6,194,468","7,286",Admin,1,"14,365",0,"5,712,504","6,434"
08/28/2021,34,KY,"17,655","4,518,270","11,812","9,926","2,515,397","6,456",Report,"17,655","11,812","6,817","2,152,941","4,701"
08/28/2021,34,NH,0,"1,682,590","1,363",0,"898,985",868,Admin,0,"1,363",0,"799,497",562
08/28/2021,34,AR,"11,565","2,770,908","12,178","4,752","1,596,354","5,102",Report,"11,565","12,178","6,172","1,238,557","6,465"
08/28/2021,34,DC,"2,086","942,745","1,539","1,134","520,672",802,Report,"2,086","1,539",625,"402,826",526
08/28/2021,34,SC,"17,767","4,764,482","14,832","9,349","2,650,410","7,841",Report,"17,767","14,832","6,631","2,212,156","5,827"
08/28/2021,34,CO,"15,735","6,783,383","12,269","6,593","3,655,044","5,523",Report,"15,735","12,269","6,961","3,263,934","5,463"
08/28/2021,34,MS,0,"2,447,362","4,077",0,"1,375,316","2,037",Admin,0,"4,077",0,"1,118,031","1,788"
08/28/2021,34,LA,"24,281","4,171,284","20,223","10,058","2,338,147","8,765",Report,"24,281","20,223","12,570","1,912,993","10,295"
08/28/2021,34,WI,"15,554","6,438,892","12,571","7,842","3,421,331","5,543",Report,"15,554","12,571","6,871","3,129,076","5,919"
08/28/2021,34,PR,0,"4,224,421","4,845",0,"2,341,218","3,471",Admin,0,"4,845",0,"1,991,965","1,166"
08/28/2021,34,FM,29,"65,212",259,21,"40,725",197,Admin,29,260,9,"33,797",82
08/28/2021,34,DC,0,"946,629",965,0,"522,631",505,Admin,0,966,0,"439,922",302
08/28/2021,34,MH,0,"38,153",21,0,"21,123",5,Admin,0,21,0,"18,354",18
08/28/2021,34,MO,"18,942","5,922,624","17,656","7,763","3,266,882","7,394",Report,"18,942","17,656","9,890","2,752,928","9,016"
08/28/2021,34,GU,241,"212,509",529,157,"114,399",351,Report,241,529,78,"103,245",212
08/28/2021,34,IN,0,"6,398,557","9,839",0,"3,387,070","5,276",Admin,0,"9,839",0,"3,122,405","4,081"
08/28/2021,34,AZ,"17,662","7,526,215","16,021","8,888","4,177,928","7,807",Report,"17,662","16,021","7,542","3,464,639","6,939"
08/28/2021,34,GA,"77,111","9,716,680","28,471","38,404","5,386,078","14,269",Report,"77,111","28,471","31,122","4,375,024","11,899"
08/28/2021,34,FL,"92,884","24,655,225","82,585","38,314","13,794,904","34,302",Report,"92,884","82,585","42,702","11,262,689","37,742"
08/28/2021,34,NV,"8,012","3,181,645","8,191","3,912","1,796,693","3,927",Report,"8,012","8,191","3,925","1,460,802","3,961"
08/28/2021,34,AK,"1,537","726,501","1,359",742,"398,764",684,Report,"1,537","1,359",420,"344,325",480
08/28/2021,34,NJ,"24,703","10,947,636","23,019","11,610","6,002,124","11,024",Report,"24,703","23,019","11,695","5,431,392","10,552"
08/28/2021,34,LTC,0,"7,931,034",491,0,"4,690,962",364,Admin,0,491,0,"3,210,710",132
08/28/2021,34,WY,0,"474,129",560,0,"264,849",346,Admin,0,560,0,"224,933",211
08/28/2021,34,ME,"3,588","1,734,508","2,884","2,063","953,847","1,673",Report,"3,588","2,884","1,312","881,933","1,063"
08/28/2021,34,ID,"4,037","1,452,051","3,833","2,183","782,502","2,201",Report,"4,037","3,833","1,520","697,180","1,519"
08/28/2021,34,MS,628,"2,446,667","9,531",336,"1,374,888","4,944",Report,628,"9,531",399,"1,122,389","4,012"
08/28/2021,34,NH,"1,562","1,681,013","1,803","1,010","897,995","1,161",Report,"1,562","1,803",635,"809,895",668
08/28/2021,34,CA,3,"47,870,018","75,702",2,"27,156,250","35,497",Admin,3,"75,703",1,"22,007,100","34,354"
08/28/2021,34,VI,0,"94,650",257,0,"52,580",87,Admin,0,258,0,"43,122",169
08/28/2021,34,IL,1,"14,525,150","17,453",1,"8,255,803","8,762",Admin,1,"17,454",0,"6,392,000","7,747"
08/28/2021,34,MI,"18,069","10,149,473","14,694","8,343","5,372,661","6,530",Report,"18,069","14,694","7,632","5,026,532","6,482"
08/28/2021,34,NC,"33,916","10,391,734","29,939","19,237","5,859,326","16,932",Report,"33,916","29,939","13,104","4,828,501","11,799"
08/28/2021,34,ND,0,"697,162","1,345",0,"384,859",742,Admin,0,"1,345",0,"333,268",513
08/28/2021,34,VA,2,"10,199,882","13,821",2,"5,550,454","6,674",Admin,2,"13,822",0,"4,868,835","6,014"
08/28/2021,34,NJ,"4,919","10,969,246","18,196","2,147","6,012,365","8,702",Admin,"4,919","18,197","2,466","5,302,431","8,074"
08/28/2021,34,WA,"20,682","9,445,921","19,161","11,509","5,137,348","10,837",Report,"20,682","19,161","7,681","4,561,896","7,095"
08/28/2021,34,ND,"2,482","694,983","1,424","1,326","383,712",792,Report,"2,482","1,424",892,"316,603",510
08/28/2021,34,LA,0,"4,194,489","15,228",0,"2,346,898","6,146",Admin,0,"15,229",0,"1,962,599","8,177"
08/28/2021,34,MA,0,"9,448,906","8,858",0,"5,176,031","4,202",Admin,0,"8,858",0,"4,534,897","3,875"
08/28/2021,34,AS,14,"55,576",87,2,"30,437",40,Report,14,87,12,"25,574",47
08/28/2021,34,OH,"22,439","11,577,325","19,481","11,287","6,182,021","9,599",Report,"22,439","19,481","9,455","5,631,998","8,383"
08/28/2021,34,PA,0,"15,365,996","17,428",0,"8,858,904","9,422",Admin,0,"17,428",0,"7,013,910","7,331"
08/28/2021,34,US,"61,349","368,863,732","621,055","24,784","204,435,968","300,014",Admin,"61,349","621,056","30,038","173,520,209","275,447"
08/28/2021,34,GU,0,"212,587",122,0,"114,403",104,Admin,0,122,0,"103,137",40
08/28/2021,34,RP,0,"28,757",67,0,"16,416",46,Admin,0,68,0,"14,579",22
08/28/2021,34,WV,70,"1,512,950","1,003",35,"840,270",442,Admin,70,"1,004",32,"705,270",238
08/28/2021,34,MN,0,"6,367,197","8,424",0,"3,467,891","3,335",Admin,0,"8,424",0,"3,134,017","4,070"
08/28/2021,34,ME,0,"1,734,711","1,728",0,"953,915","1,015",Admin,0,"1,728",0,"876,444",639
08/28/2021,34,SD,0,"899,038","1,379",0,"494,717",761,Admin,0,"1,379",0,"431,933",549
08/28/2021,34,IA,"6,897","3,289,340","5,768","3,211","1,771,719","2,714",Report,"6,897","5,768","3,227","1,624,270","2,645"
08/28/2021,34,MO,"3,610","5,934,827","12,068","1,279","3,271,702","5,036",Admin,"3,610","12,069","2,004","2,803,949","6,225"
08/28/2021,34,HI,826,"1,778,621","1,819",344,"1,038,733",909,Admin,826,"1,819",445,"774,087",803
08/28/2021,34,VT,"1,037","871,426",928,529,"481,876",460,Report,"1,037",928,376,"422,734",366
08/28/2021,34,FM,0,"64,369",249,0,"40,049",186,Report,0,249,6,"33,730",93
08/28/2021,34,CT,"9,270","4,798,831","8,301","4,721","2,610,814","4,302",Report,"9,270","8,301","4,138","2,343,049","3,591"
08/28/2021,34,IA,0,"3,289,395","3,102",0,"1,771,755","1,462",Admin,0,"3,102",0,"1,628,085","1,400"
08/28/2021,34,NM,"7,420","2,626,337","6,612","3,664","1,440,567","3,392",Report,"7,420","6,612","2,682","1,252,011","2,673"
08/28/2021,34,NY,"15,908","24,284,397","40,542","7,420","13,093,973","21,286",Admin,"15,908","40,542","8,705","11,691,282","18,729"
08/28/2021,34,HI,"3,733","1,774,749","2,432","1,582","1,037,188","1,079",Report,"3,733","2,432","1,507","779,543",914
08/28/2021,34,RI,"2,954","1,387,179","2,385","1,460","748,675","1,136",Report,"2,954","2,385","1,828","682,956","1,242"
08/28/2021,34,DE,"2,826","1,145,983","2,245","1,293","635,812","1,058",Report,"2,826","2,245","1,223","535,914","1,001"
08/28/2021,34,IN,"13,913","6,383,258","12,832","7,329","3,378,768","6,711",Report,"13,913","12,832","5,601","3,101,308","5,268"
08/28/2021,34,MA,"14,407","9,437,938","11,897","6,941","5,171,155","5,803",Report,"14,407","11,897","6,192","4,530,728","5,120"
08/28/2021,34,MP,266,"66,494",169,96,"34,833",62,Report,266,169,164,"32,238",95
08/28/2021,34,CA,"113,187","47,739,261","99,900","57,022","27,092,533","49,733",Report,"113,187","99,900","48,217","21,950,260","42,889"
08/28/2021,34,KS,"8,212","2,892,275","7,710","3,948","1,613,046","3,575",Report,"8,212","7,710","3,884","1,396,344","3,685"
08/28/2021,34,OK,0,"3,810,974","10,252",0,"2,137,097","4,941",Admin,0,"10,253",0,"1,750,566","4,397"
08/28/2021,34,MD,"16,234","7,560,767","14,060","7,398","4,080,716","6,463",Report,"16,234","14,060","6,946","3,701,152","5,987"
08/28/2021,34,AS,0,"55,576",51,0,"30,437",23,Admin,0,51,0,"25,455",27
08/28/2021,34,GA,0,"9,717,873","14,201",0,"5,386,606","7,136",Admin,0,"14,202",0,"4,365,775","6,060"
08/28/2021,34,CT,0,"4,808,446","6,065",0,"2,615,547","3,091",Admin,0,"6,066",0,"2,347,038","2,676"
08/28/2021,34,AL,24,"4,097,445","14,389",22,"2,369,063","6,997",Admin,24,"14,389",0,"1,817,219","6,344"
08/28/2021,34,OR,0,"4,959,522","6,799",0,"2,683,039","3,875",Admin,0,"6,800",0,"2,436,020","2,594"
08/28/2021,34,LTC,"1,429","7,930,002","1,006","1,025","4,690,149",742,Report,"1,429","1,006",0,0,0
